month,product_group_id,product_group_name,market_revenue,revenue_amazon
2025-04-01,23,Hot Beverage Machines,1616621440.0,312042528.0
2025-05-01,23,Hot Beverage Machines,1477716736.0,318171232.0
2025-06-01,23,Hot Beverage Machines,1534789504.0,304193216.0
2025-07-01,23,Hot Beverage Machines,1661447040.0,243003776.0
2025-08-01,23,Hot Beverage Machines,1643214592.0,286980352.0
2025-09-01,23,Hot Beverage Machines,1549937920.0,314286080.0
2025-10-01,23,Hot Beverage Machines,1413625088.0,338804064.0
2025-11-01,23,Hot Beverage Machines,1565807232.0,348648256.0
2025-12-01,23,Hot Beverage Machines,1585462912.0,338162336.0
2025-01-01,26,Kitchen Prep Appliances,1452159744.0,216870896.0
2025-02-01,26,Kitchen Prep Appliances,1330300544.0,245665744.0
2025-03-01,26,Kitchen Prep Appliances,1377213952.0,218327760.0
2025-04-01,26,Kitchen Prep Appliances,1526895232.0,253988544.0
2025-05-01,26,Kitchen Prep Appliances,1532408192.0,229797296.0
2025-06-01,26,Kitchen Prep Appliances,1440708224.0,228368416.0
2025-07-01,26,Kitchen Prep Appliances,1526234496.0,214060752.0
2025-08-01,26,Kitchen Prep Appliances,1524188672.0,232720896.0
2025-09-01,26,Kitchen Prep Appliances,1324722432.0,216985792.0
2025-10-01,26,Kitchen Prep Appliances,1599443584.0,239637328.0
2025-11-01,26,Kitchen Prep Appliances,1407630464.0,223381312.0
2025-12-01,26,Kitchen Prep Appliances,1425304320.0,213279232.0
2025-01-01,27,Electric Razors,1000000000.0,243785552.0
2025-02-01,27,Electric Razors,1000000000.0,226048848.0
2025-03-01,27,Electric Razors,1000000000.0,254908672.0
2025-04-01,27,Electric Razors,1000000000.0,248684848.0
2025-05-01,27,Electric Razors,1000000000.0,243830096.0
2025-06-01,27,Electric Razors,1000000000.0,237113904.0
2025-07-01,27,Electric Razors,1000000000.0,233597504.0
2025-08-01,27,Electric Razors,1000000000.0,236952832.0
2025-09-01,27,Electric Razors,1000000000.0,234476352.0
2025-10-01,27,Electric Razors,1000000000.0,240764176.0
2025-11-01,27,Electric Razors,1000000000.0,244940400.0
2025-12-01,27,Electric Razors,1000000000.0,242178432.0
2025-01-01,29,All-in-One Printers & Printers,1000000000.0,221522944.0
2025-02-01,29,All-in-One Printers & Printers,1000000000.0,213146944.0
2025-03-01,29,All-in-One Printers & Printers,1000000000.0,204208288.0
2025-04-01,29,All-in-One Printers & Printers,1000000000.0,209480704.0
2025-05-01,29,All-in-One Printers & Printers,1000000000.0,211144928.0
2025-06-01,29,All-in-One Printers & Printers,1000000000.0,212964368.0
2025-07-01,29,All-in-One Printers & Printers,1000000000.0,195204240.0
2025-08-01,29,All-in-One Printers & Printers,1000000000.0,210167488.0
2025-09-01,29,All-in-One Printers & Printers,1000000000.0,194981104.0
2025-10-01,29,All-in-One Printers & Printers,1000000000.0,199704864.0
2025-11-01,29,All-in-One Printers & Printers,1000000000.0,211240496.0
2025-12-01,29,All-in-One Printers & Printers,1000000000.0,211686800.0
2025-01-01,30,Electric Kettles & Heaters,1000000000.0,130561128.0
2025-02-01,30,Electric Kettles & Heaters,1000000000.0,130207824.0
2025-03-01,30,Electric Kettles & Heaters,1000000000.0,130407680.0
2025-04-01,30,Electric Kettles & Heaters,1000000000.0,136309760.0
2025-05-01,30,Electric Kettles & Heaters,1000000000.0,131053488.0
2025-06-01,30,Electric Kettles & Heaters,1000000000.0,134307904.0
2025-07-01,30,Electric Kettles & Heaters,1000000000.0,136930800.0
2025-08-01,30,Electric Kettles & Heaters,1000000000.0,135419408.0
2025-09-01,30,Electric Kettles & Heaters,1000000000.0,127657232.0
2025-10-01,30,Electric Kettles & Heaters,1000000000.0,129188768.0
2025-11-01,30,Electric Kettles & Heaters,1000000000.0,127212712.0
2025-12-01,30,Electric Kettles & Heaters,1000000000.0,126974016.0
2025-01-01,34,Sandwich Makers & Grills,1000000000.0,160512256.0
2025-02-01,34,Sandwich Makers & Grills,1000000000.0,147602320.0
2025-03-01,34,Sandwich Makers & Grills,1000000000.0,171122080.0
2025-04-01,34,Sandwich Makers & Grills,1000000000.0,153064176.0
2025-05-01,34,Sandwich Makers & Grills,1000000000.0,167286720.0
2025-06-01,34,Sandwich Makers & Grills,1000000000.0,146833872.0
2025-07-01,34,Sandwich Makers & Grills,1000000000.0,158838272.0
2025-08-01,34,Sandwich Makers & Grills,1000000000.0,164092880.0
2025-09-01,34,Sandwich Makers & Grills,1000000000.0,167002016.0
2025-10-01,34,Sandwich Makers & Grills,1000000000.0,164116080.0
2025-11-01,34,Sandwich Makers & Grills,1000000000.0,148197168.0
2025-12-01,34,Sandwich Makers & Grills,1000000000.0,165932672.0
2025-01-01,36,Mice & Keyboards,1368163840.0,457934912.0
2025-02-01,36,Mice & Keyboards,1294021248.0,458275936.0
2025-03-01,36,Mice & Keyboards,1432343936.0,464362752.0
2025-04-01,36,Mice & Keyboards,1493473536.0,457288544.0
2025-05-01,36,Mice & Keyboards,1460282368.0,432757248.0
2025-06-01,36,Mice & Keyboards,1559925120.0,422389024.0
2025-07-01,36,Mice & Keyboards,1487200512.0,402664128.0
2025-08-01,36,Mice & Keyboards,1416021248.0,411636672.0
2025-09-01,36,Mice & Keyboards,1654848256.0,381469344.0
2025-10-01,36,Mice & Keyboards,1401219328.0,405502496.0
2025-11-01,36,Mice & Keyboards,1409670656.0,441680384.0
2025-12-01,36,Mice & Keyboards,1856476928.0,492046880.0
2025-01-01,39,Desktop Computers,1719279488.0,374540608.0
2025-02-01,39,Desktop Computers,1483435904.0,338912512.0
2025-03-01,39,Desktop Computers,1748982656.0,421895168.0
2025-04-01,39,Desktop Computers,1530757888.0,479193056.0
2025-05-01,39,Desktop Computers,1627991552.0,522052640.0
2025-06-01,39,Desktop Computers,1484413312.0,419152128.0
2025-07-01,39,Desktop Computers,1380870656.0,461890688.0
2025-08-01,39,Desktop Computers,1311768960.0,433883008.0
2025-09-01,39,Desktop Computers,1282301184.0,439106176.0
2025-10-01,39,Desktop Computers,1708327808.0,480670912.0
2025-11-01,39,Desktop Computers,1390507136.0,451973248.0
2025-12-01,39,Desktop Computers,1336559488.0,424250560.0
2025-01-01,40,Audio Headsets,3407756032.0,565445568.0
2025-02-01,40,Audio Headsets,2798534144.0,438603168.0
2025-03-01,40,Audio Headsets,3828984832.0,544657920.0
2025-04-01,40,Audio Headsets,4174921984.0,545211904.0
2025-05-01,40,Audio Headsets,3548134400.0,543085312.0
2025-06-01,40,Audio Headsets,4133638656.0,496430496.0
2025-07-01,40,Audio Headsets,3986984704.0,496405056.0
2025-08-01,40,Audio Headsets,3872690176.0,469067424.0
2025-09-01,40,Audio Headsets,3872413184.0,414177376.0
2025-10-01,40,Audio Headsets,3413183232.0,395637056.0
2025-11-01,40,Audio Headsets,3308908544.0,380038496.0
2025-12-01,40,Audio Headsets,3664921088.0,473154752.0
2025-01-01,43,Communication Gadgets,1509864960.0,379503680.0
2025-02-01,43,Communication Gadgets,1551239552.0,361780256.0
2025-03-01,43,Communication Gadgets,1538396416.0,330601792.0
2025-04-01,43,Communication Gadgets,1405311488.0,324437632.0
2025-05-01,43,Communication Gadgets,1610582656.0,377039040.0
2025-06-01,43,Communication Gadgets,1508803328.0,356663744.0
2025-07-01,43,Communication Gadgets,1442911104.0,387728768.0
2025-08-01,43,Communication Gadgets,1642251520.0,406603520.0
2025-09-01,43,Communication Gadgets,1448760704.0,336148064.0
2025-10-01,43,Communication Gadgets,1691303808.0,373667520.0
2025-11-01,43,Communication Gadgets,1559291008.0,373681568.0
2025-12-01,43,Communication Gadgets,1590788736.0,407485696.0
